Genepop Input             
Omy77v4             
One100             
One102v4             
One103PT             
One105             
One108v4             
One110v4             
One111v4             
One114v4             
One115             
Ots103v4             
Ots107v4             
uSat60v4             
Pop             
FBM1_001, 100104 332340 227243 278310 128140 192192 270270 202278 231251 209217 161169 110114 116128
FBM1_002, 104104 332364 223223 186322 128128 200200 238270 198238 259263 189205 157205 114114 116128
FBM1_003, 100104 332356 235239 290358 128132 204244 238250 194202 235275 193209 201205 114114 116116
FBM1_004, 100100 356356 231243 186306 128132 196200 238250 210278 243263 205217 157205 110080 116116
FBM1_005, 104104 344352 231243 274330 128132 204212 262266 202202 227271 209209 177185 114080 116116
FBM1_006, 100106 336360 223231 270290 124128 196196 230238 198242 247271 197217 181185 114080 118128
FBM1_007, 100098 328336 239243 306314 128132 196204 238238 266266 239283 209209 161197 110110 116128
FBM1_008, 100104 336336 235243 290310 128128 192192 270274 206286 243259 213217 157157 114114 116132
FBM1_009, 100104 356364 223227 314314 128128 196200 222270 266282 255271 205217 173177 110114 116116
FBM1_010, 100106 344348 235239 278298 128132 224232 234270 202290 263275 197217 205205 110080 128128
FBM1_011, 104104 340356 227243 266330 128132 192208 270274 238278 227255 205221 205205 110114 116128
FBM1_012, 104110 332340 223223 314318 128140 208244 250282 290298 239263 189217 161177 110114 116128
FBM1_013, 100104 360368 223231 286326 128128 200212 238238 202210 263263 209213 205205 110114 128128
FBM1_014, 106110 348356 231247 298306 124132 204240 242250 198202 219247 201205 153161 110118 116116
FBM1_015, 104104 332340 227235 314314 124128 176192 258262 198206 247251 173221 205205 110080 116128
FBM1_016, 100106 356364 223247 306326 132132 204232 250262 206210 271275 217221 157161 110114 116128
FBM1_017, 100104 360364 227243 306326 128128 192212 238270 202238 239247 197205 161201 114118 128128
FBM1_018, 104108 324328 219243 306310 128132 200204 242270 198202 267283 197217 165193 114114 116128
FBM1_019, 104106 348364 235239 210290 128128 192192 270270 198206 255275 197213 157161 110114 116128
FBM1_020, 100104 328364 235243 318330 128128 204204 250266 202282 231239 213213 177205 110118 128128
FBM1_021, 104106 340348 239247 306310 128128 204216 238258 198282 263271 197217 197201 114080 116118
FBM1_022, 104106 352356 227239 298322 128128 212212 238262 202202 251263 197217 153161 110114 116128
FBM1_023, 104104 348348 231235 194266 128132 188204 250250 198202 251271 217217 161205 114114 116128
FBM1_024, 100104 344360 235235 278294 124128 192208 234242 266274 251263 205217 161169 114114 128128
FBM1_025, 104110 348352 235235 310322 128128 224244 250274 202206 219255 213225 161185 110114 116128
FBM1_026, 104104 348368 227239 298302 128132 192212 238238 222238 247271 205213 161181 114114 116116
FBM1_027, 104106 356356 239247 294302 128128 204212 238250 198294 271283 197221 161161 114118 128128
FBM1_028, 104098 360364 223243 282302 128140 204236 250258 230274 267271 201225 161197 114080 116116
FBM1_029, 100110 316332 231243 314318 128128 192212 242258 270274 231267 197217 157161 114118 128128
FBM1_030, 104104 336368 231231 306318 128128 200200 242250 198230 251263 205213 157157 110114 128128
FBM1_031, 104106 348368 231235 294302 124136 192204 250270 198286 267271 209213 165177 110114 116128
FBM1_032, 100104 332352 219231 290302 124128 196196 258258 202270 247267 205217 169185 114080 116128
FBM1_033, 100106 344348 227243 286306 124128 204212 238250 242298 259267 173217 153161 110118 116116
FBM1_034, 104104 336356 223231 000000 128128 196204 242242 238278 243275 205205 161193 110114 116128
FBM1_035, 104104 332368 211251 190306 128128 176208 250282 242286 259275 197205 177177 114114 128128
FBM1_036, 104110 336340 239239 266278 128140 192196 258262 202238 255267 197209 137181 114118 116128
FBM1_037, 100100 348360 231231 306318 128132 188192 250254 202270 239275 209217 189201 114114 116128
FBM1_038, 104110 340356 235239 210286 132136 192196 242290 238286 267271 197213 185205 114080 116128
FBM1_039, 100104 352352 231239 206302 128128 196212 250254 266290 243287 197225 161205 110118 116118
FBM1_040, 100104 332332 207235 278302 128136 196204 262270 206266 243251 213217 161161 114118 128132
FBM1_041, 104104 316340 219227 274302 128128 208260 258258 198246 235263 205209 161205 110080 116116
FBM1_042, 100106 340368 235243 286322 128132 208212 238262 198274 255283 197209 157189 110114 116128
FBM1_043, 100104 332344 219235 290310 124128 208212 238274 206278 263275 209209 165193 110114 116116
FBM1_044, 104106 288332 207247 194318 128128 192196 238242 198302 255279 209213 169181 114118 116128
FBM1_045, 106106 332340 207239 302302 128128 200212 234262 202202 235247 205213 161205 118080 116128
FBM1_046, 100100 356360 235235 198278 128128 196224 250258 202242 255267 213213 157161 118118 128128
FBM1_047, 100104 356372 223231 194306 124140 188212 238256 246278 267271 209213 157161 110114 116128
FBM1_048, 100104 352356 227247 194310 128140 192192 238274 206282 255267 209221 161177 114122 116128
FBM1_049, 100104 336348 207227 214306 128128 192196 246274 198202 243247 209217 157181 110110 128128
FBM1_050, 100106 336344 231235 310318 124136 192204 250250 000000 239243 197209 185193 110080 116116
FBM1_051, 100104 356364 231235 298306 128128 188196 234270 238298 243259 209213 153185 114080 116116
FBM1_052, 106098 344348 211235 302318 128128 192260 242262 246274 247283 205213 177205 110118 116128
FBM1_053, 104104 320344 211251 278306 128128 176208 250282 202286 219251 217217 177177 114080 128128
FBM1_054, 100104 328352 239239 298310 128128 192204 238266 202266 247267 213221 161205 114118 128128
FBM1_055, 104104 316336 239247 202278 128132 200208 246254 270282 259271 201217 157161 118118 116128
FBM1_056, 100106 344364 239239 294302 124128 192212 230238 230270 247263 189205 161161 114114 116116
FBM1_057, 104104 340360 231235 190306 128140 196200 238250 202274 239259 205209 157181 110080 128128
FBM1_058, 100104 270356 235243 286318 124128 208208 226290 210238 247263 181209 181205 110114 116128
FBM1_059, 100104 332352 219223 182194 128128 204208 214242 202206 219239 217217 181185 114114 116130
FBM1_060, 100104 316352 227235 302306 128132 184212 254258 202202 255255 205217 165169 114080 116128
FBM1_061, 104104 316340 223235 294342 128128 196196 238242 202202 227271 173213 161185 114114 116128
FBM1_062, 104096 300348 219223 310322 128132 196208 238254 202286 219247 213221 169205 114114 116116
FBM1_063, 104104 336356 231239 314314 128128 192200 242242 230270 267279 213217 161161 110114 116128
FBM1_064, 104104 344344 211251 314326 124140 192204 242258 198278 215263 221225 161161 110114 116128
FBM1_065, 100104 296336 235239 190290 128128 208264 234274 206298 267267 213217 157161 110110 128128
FBM1_066, 104104 360372 227235 194326 128128 192200 230242 198250 227255 197201 161177 114118 116116
FBM1_067, 100104 324344 235243 302326 128136 180228 258270 222326 275275 197213 165177 110114 116128
FBM1_068, 104106 340368 219235 306310 128132 176224 270270 198198 000000 209213 161169 000000 116116
FBM1_069, 104104 332356 227235 266310 128128 196204 258274 242274 219239 209213 185205 110114 116128
FBM1_070, 100106 336352 239243 294302 132148 216236 234238 000000 239251 213213 161185 114118 128130
FBM1_071, 104110 316344 223247 266326 128140 188256 250270 206238 219243 213217 153165 114118 116116
FBM1_072, 104108 308384 211223 266298 140144 208212 238270 266282 255267 209229 161161 110080 116116
FBM1_073, 104104 340340 235247 318350 124128 200200 238270 202278 247259 205221 161193 114114 116116
FBM1_074, 104104 340344 207239 290310 128128 192200 258262 286286 247251 205217 000000 114114 116116
FBM1_075, 104096 324340 219227 298314 128136 200204 238262 198198 235271 205209 161189 114114 116116
FBM1_076, 100104 340352 239239 298310 128128 176204 242258 000000 219267 209217 161181 114118 128128
FBM1_077, 104106 320360 239239 206282 128140 204216 234270 198202 243267 209209 157161 110114 128128
FBM1_078, 104104 332348 239251 186342 128128 192200 226242 202206 267275 201233 161205 114114 116116
FBM1_079, 104094 332340 207251 350358 124128 192216 238262 202298 239275 197209 161169 114114 118128
FBM1_080, 104106 336360 223239 286298 128128 204208 238274 198202 239247 173217 000000 114118 116116
FBM1_081, 100106 336348 235243 322342 124128 204208 262274 198206 271287 209213 181205 114080 116116
FBM1_082, 104104 300352 227243 286310 124128 196200 238242 202202 255275 209217 161177 110080 116116
FBM1_083, 100104 336352 223243 294326 128140 196196 242278 198202 239251 205217 161205 110114 128128
FBM1_084, 094098 332336 231235 218302 128128 204204 238258 202202 227271 205205 161177 114114 116128
FBM1_085, 104106 340344 223235 278306 128128 188204 258266 202202 247271 197209 185205 114114 116128
FBM1_086, 106098 336356 223227 294306 128136 204224 238258 270274 247267 209217 193205 080080 116116
FBM1_087, 100104 356356 211227 298302 128128 200208 234242 202202 251251 209209 157161 114114 116128
FBM1_088, 100098 356360 219235 194290 128128 192196 238238 202242 239263 197209 157205 114114 116128
FBM1_089, 104106 296356 231243 306310 128128 192208 242250 202290 263263 205217 157161 114114 116128
FBM1_090, 104104 332344 211251 194278 128128 204208 222282 202206 259275 197217 165201 114114 116128
FBM1_091, 104104 320344 211235 286330 132132 192204 238258 202202 263267 209213 161205 114080 116118
FBM1_092, 104104 348348 219235 314314 128132 192196 238242 278278 247255 205213 157205 114114 116116
FBM1_093, 100106 328348 227239 190330 128136 176224 250258 202274 231247 205213 157161 118080 116128
FBM1_094, 100104 336348 223235 290306 128128 212212 250254 202222 231251 205213 161185 114080 116128
FBM1_095, 100106 356360 239239 278314 124128 196212 238250 270286 219251 205213 161161 114114 116116
Pop             
FBM2_001, 100106 340356 223231 302310 128128 196212 238250 270274 239283 205213 185205 114080 128130
FBM2_002, 104106 340348 223239 310318 128136 208212 238258 202298 275279 177197 157157 110118 116128
FBM2_003, 100104 336348 239247 306314 128128 192204 242254 202202 235295 209233 193205 114114 116128
FBM2_004, 100104 332360 223235 274318 124132 188204 238254 202270 239247 197217 169205 114114 116128
FBM2_005, 100106 332352 231239 306330 000000 196200 254294 000000 267267 209217 161173 110080 116128
FBM2_006, 100104 324348 235239 286294 128128 200208 234262 198202 223259 213213 157161 114114 128130
FBM2_007, 100100 332352 231243 210346 128140 212216 226250 294294 251271 205209 169177 110114 128128
FBM2_008, 100104 336348 219235 306310 000000 192200 246250 000000 263267 201213 157157 114118 116128
FBM2_009, 104104 344348 231235 286286 128128 212212 258274 202242 239271 193221 161169 114122 116116
FBM2_010, 100104 352356 235243 302314 128132 204208 238274 202234 247275 197209 181189 114114 116116
FBM2_011, 106108 320336 231239 278334 132136 192196 238242 202242 251271 205209 157161 110114 118128
FBM2_012, 100104 336352 227239 286326 128140 192200 230262 202242 247275 209233 169197 114122 128130
FBM2_013, 100106 332352 231231 210314 128128 192216 000000 202274 267283 201205 161169 114114 116116
FBM2_014, 100104 340348 223239 186310 128128 192196 250250 202286 263271 205225 000000 114118 128128
FBM2_015, 104104 340348 223235 306314 128132 192216 238262 198210 239255 197209 169205 110080 128128
FBM2_016, 106106 332340 239239 000000 128128 196204 238258 266270 263275 189205 169205 114114 116128
FBM2_017, 100100 336348 219247 194286 128128 196196 242262 202242 247247 197221 157193 114114 116128
FBM2_018, 104106 336336 235251 310314 128132 196200 250270 202266 247247 221229 161169 114114 116116
FBM2_019, 104104 308336 231239 314314 128128 192212 000000 202202 239263 197229 169169 114114 116116
FBM2_020, 104106 336340 231239 278350 128140 192200 242270 202242 235267 197217 000000 080080 128128
FBM2_021, 100104 356356 235239 306306 128128 192196 250266 206278 219255 209217 157205 114118 118128
FBM2_022, 100098 332332 239239 310314 132132 196212 230250 202230 255267 000000 161205 114118 116128
FBM2_023, 104104 296336 215243 286314 128140 200208 238242 202242 255275 197213 157193 114122 116128
FBM2_024, 104106 320344 231243 298326 000000 188204 250254 274278 255271 209221 169205 080080 116128
FBM2_025, 100106 332340 231239 278326 128128 188216 254254 202278 247247 205221 169197 114080 116128
FBM2_026, 104104 348352 211231 262294 128132 204216 270270 202202 243251 201213 153161 110114 116128
FBM2_027, 100104 348360 231235 310326 128128 196200 250274 202202 251251 201205 185185 114080 116128
FBM2_028, 104104 324332 223231 314330 128128 176196 242254 210282 219247 197213 185193 110080 116116
FBM2_029, 100104 356360 231235 290322 128128 196200 254258 234246 247251 213217 161193 114114 116116
FBM2_030, 000000 332336 231231 278306 128132 188232 238242 202202 235251 000000 161161 114114 128130
FBM2_031, 104106 320352 223235 210302 128128 208212 258262 202274 255267 201209 185185 114118 128128
FBM2_032, 100096 336356 231239 306310 128128 212240 238250 202242 255255 189201 161201 114118 116116
FBM2_033, 100104 340344 235239 274294 128132 196204 246254 246270 219267 213221 157177 114118 128128
FBM2_034, 104106 332344 235235 278358 124128 196212 238242 202290 255267 197217 153161 110114 116128
FBM2_035, 104106 320352 231247 302318 128128 200204 254254 206298 247271 217217 161205 114080 116116
FBM2_036, 104106 332340 223227 298310 128128 208248 254270 202206 239267 205217 157201 110114 116128
FBM2_037, 104104 336344 231247 314314 128128 192212 242250 206222 219263 197201 157185 118080 128132
FBM2_038, 100104 316344 239247 202278 132132 200204 242250 202282 247275 201213 157185 114122 116118
FBM2_039, 100104 348364 231235 282306 128128 204212 246262 202274 263271 181217 165205 114114 116128
FBM2_040, 100100 360364 231235 310314 128128 228232 242290 278282 247251 197213 157189 110114 116116
FBM2_041, 100104 340364 231243 326358 124132 212224 250270 202298 231283 209217 161205 110114 116118
FBM2_042, 102104 348348 223239 178194 128148 208212 250254 202206 247271 213233 157205 110114 116128
FBM2_043, 104098 296352 239243 298298 128132 196216 238258 202274 235271 217233 157205 114114 116116
FBM2_044, 104106 332364 223243 290326 124128 200208 238258 242270 247271 217221 157181 114114 128128
FBM2_045, 100100 328332 239239 278310 128128 212212 250262 202202 239255 209213 157169 114114 128128
FBM2_046, 104106 320348 231235 266278 128140 192200 238254 238270 271291 000000 137185 118080 128128
FBM2_047, 100106 308360 231243 318318 128128 192260 234250 206274 251283 197213 153157 114114 116128
FBM2_048, 100104 340344 231231 306322 128128 196196 258270 198286 227263 205213 157181 110114 118128
FBM2_049, 100106 340360 231235 214298 124140 200208 242266 198210 243263 221233 161193 114114 116128
FBM2_050, 100102 336356 227235 206326 128140 196232 230250 202202 251275 205209 145161 110122 116116
