32 1 221 2
HaploCode2
 1  122122 
 1  122122 
 1  221221 
 1  122122 
 1  122122 
 1  122122 
 1  122122 
 1  122122 
 1  221221 
 1  122122 
 1  221221 
 1  122122 
 1  122122 
 1  221221 
 1  122122 
 1  122122 
 1  122122 
 1  221221 
 1  122122 
 1  122122 
 1  221221 
 1  122122 
 1  122122 
 1  221221 
 1  122122 
 1  122122 
 1  221221 
 1  122122 
 1  122122 
 1  122122 
 1  221221 
 1  122122 
 1  122122 
 1  122122 
 1  122122 
 1  122122 
 1  122122 
 1  221221 
 1  122122 
 1  122122 
 1  221221 
 1  122122 
 1  221221 
 1  122122 
 1  122122 
 1  221221 
 1  122122 
 1  122122 
 1  221221 
 1  122122 
 1  221221 
 1  122122 
 1  122122 
 1  221221 
 1  221221 
 1  122122 
 1  221221 
 1  122122 
 1  122122 
 1  212212 
 1  122122 
 1  122122 
 1  122122 
 1  221221 
 1  221221 
 1  122122 
 1  122122 
 1  122122 
 1  122122 
 1  221221 
 1  221221 
 1  221221 
 1  122122 
 1  122122 
 1  122122 
 1  221221 
 1  122122 
 1  122122 
 1  221221 
 1  221221 
 1  212212 
 1  122122 
 1  221221 
 1  122122 
 1  122122 
 1  221221 
 1  112112 
 1  122122 
 1  122122 
 1  122122 
 1  221221 
 1  122122 
 1  122122 
 1  221221 
 1  122122 
 2  122122 
 2  122122 
 2  122122 
 2  221221 
 2  122122 
 2  122122 
 2  221221 
 2  122122 
 2  122122 
 2  122122 
 2  112112 
 2  221221 
 2  221221 
 2  122122 
 2  122122 
 2  221221 
 2  221221 
 2  122122 
 2  122122 
 2  221221 
 2  122122 
 2  221221 
 2  221221 
 2  122122 
 2  122122 
 2  221221 
 2  122122 
 2  122122 
 2  122122 
 2  122122 
 2  122122 
 2  122122 
 2  221221 
 2  122122 
 2  221221 
 2  221221 
 2  122122 
 2  122122 
 2  221221 
 2  122122 
 2  221221 
 2  221221 
 2  212212 
 2  122122 
 2  221221 
 2  122122 
 2  221221 
 2  122122 
 2  221221 
 2  221221 
 2  221221 
 2  122122 
 2  122122 
 2  122122 
 2  122122 
 2  122122 
 2  122122 
 2  122122 
 2  122122 
 2  122122 
 2  122122 
 2  221221 
 2  221221 
 2  122122 
 2  122122 
 2  122122 
 2  112112 
 2  122122 
 2  122122 
 2  122122 
 2  122122 
 2  122122 
 2  221221 
 2  221221 
 2  122122 
 2  221221 
 2  122122 
 2  221221 
 2  221221 
 2  122122 
 2  122122 
 2  221221 
 2  122122 
 2  122122 
 2  122122 
 2  221221 
 2  122122 
 2  221221 
 2  122122 
 2  122122 
 2  122122 
 2  122122 
 2  122122 
 2  122122 
 3  221221 
 3  112112 
 3  122122 
 3  122122 
 3  221221 
 3  221221 
 3  221221 
 3  221221 
 3  122122 
 3  221221 
 3  221221 
 3  221221 
 3  122122 
 3  122122 
 3  122122 
 3  221221 
 3  122122 
 3  122122 
 3  221221 
 3  122122 
 3  221221 
