90	94	96	98	100	102	104	106	108	110	114																															
1	3	1	8	53	2	69	30	4	11	4																															
246	250	254	258	270	278	292	296	300	308	312	316	320	324	328	332	336	340	344	348	352	356	360	364	368	372	376	384														
0	0	0	0	0	1	0	2	0	1	2	8	7	2	7	9	21	19	18	19	22	36	6	6	4	0	0	0														
203	207	211	215	219	223	227	231	235	239	243	247	251	255																												
0	1	6	8	14	11	21	39	46	23	11	7	3	0																												
162	166	170	174	178	182	186	190	194	198	202	206	210	214	218	258	262	266	270	274	278	282	286	290	294	298	302	306	310	314	318	322	326	330	334	338	342	346	350	354	358	362
0	0	0	0	1	1	0	2	4	0	0	0	6	3	0	0	2	3	3	3	10	7	13	16	11	10	14	19	23	14	4	4	8	1	0	1	1	2	2	1	1	0
124	128	129	132	136	140	144	148																																		
22	123	0	22	8	15	0	0																																		
172	176	180	184	188	192	194	196	200	204	208	212	216	220	224	228	232	236	240	244	248	252	256	260	268	272																
0	1	2	3	12	33	0	33	16	28	21	15	7	4	2	2	3	1	2	0	0	2	3	0	0	0																
218	226	230	234	238	242	246	250	254	256	258	262	266	270	274	278	282	286	290	294																						
0	2	8	8	45	22	10	32	11	1	21	7	5	13	0	1	1	1	0	2																						
128	186	194	198	202	206	210	214	230	234	238	242	246	250	254	258	262	266	270	274	278	282	286	290	294	298	302	306	310	326	338	342	350									
2	0	2	33	56	23	7	1	3	0	3	1	6	2	0	1	2	2	4	5	10	10	8	2	3	3	0	0	0	0	0	1	0									
171	215	219	223	227	231	235	239	243	247	251	255	259	263	267	271	275	279	283	287	291	295	299	307	344																	
0	0	7	4	3	9	2	6	20	11	21	22	19	17	13	13	10	5	1	0	2	1	0	0	0																	
173	177	181	185	189	193	197	201	205	209	213	217	221	225	229	233	237	253																								
2	1	1	1	2	0	14	11	26	26	26	41	25	8	2	0	0	0																								
133	145	149	153	157	161	165	169	173	177	181	185	189	193	197	201	205	209	213																							
0	1	2	1	20	47	5	7	2	12	8	16	7	12	2	14	32	0	2																							
80	106	110	114	118	122																																				
19	0	41	106	22	2																																				
112	114	116	118	120	128	130	132																																		
1	5	91	9	1	72	5	0																																		
